Human Marker Symbol	Human Entrez Gene ID	HomoloGene ID	Mouse Marker Symbol	MGI Marker Accession ID	High-level Mammalian Phenotype ID (space-delimited)
ADAM9	8754	20824	Adam9	  MGI:105376	  MP:0001186 MP:0002006 MP:0005385 MP:0005391 MP:0010771 MP:0005376 MP:0005384
ADAMDEC1	27299	8711	Adamdec1	  MGI:1917650	
ADAMTS1	9510	21381	Adamts1	  MGI:109249	  MP:0005379 MP:0005375 MP:0005378 MP:0005376 MP:0005389 MP:0010768 MP:0005367
ADAMTS10	81794	81940	Adamts10	  MGI:2449112	  MP:0005391 MP:0005390 MP:0005378 MP:0010771 MP:0005369
ADAMTS12	81792	12808	Adamts12	  MGI:2146046	  MP:0002006 MP:0005385
ADAMTS13	11093	16372	Adamts13	  MGI:2685556	  MP:0005376 MP:0010768 MP:0005397 MP:0005387
ADAMTS14	140766	16383	Adamts14	  MGI:2179942	  MP:0005391
ADAMTS15	170689	8610	Adamts15	  MGI:2449569	  MP:0005377 MP:0005389
ADAMTS16	170690	15146	Adamts16	  MGI:2429637	  MP:0005397 MP:0005386 MP:0005387
ADAMTS17	170691	16373	Adamts17	  MGI:3588195	
ADAMTS18	170692	65241	Adamts18	  MGI:2442600	  MP:0005376 MP:0005379 MP:0005378 MP:0005387 MP:0005391 MP:0005381 MP:0002006 MP:0005389 MP:0005388
ADAMTS19	171019	15860	Adamts19	  MGI:2442875	
ADAMTS2	9509	8597	Adamts2	  MGI:1347356	  MP:0010771 MP:0005378 MP:0005384 MP:0005382 MP:0005389 MP:0005388 MP:0005390
ADAMTS20	80070	11808	Adamts20	  MGI:2660628	  MP:0005371 MP:0001186 MP:0005380 MP:0005384 MP:0010771
ADAMTS3	9508	8596	Adamts3	  MGI:3045353	  MP:0005376 MP:0005384 MP:0005382 MP:0005378 MP:0010771 MP:0005379 MP:0005370 MP:0005387 MP:0005367 MP:0005390 MP:0005381 MP:0003631 MP:0005377 MP:0005391 MP:0005397 MP:0005385 MP:0010768 MP:0005380
ADAMTS4	9507	36169	Adamts4	  MGI:1339949	  MP:0003631 MP:0005386
ADAMTS5	11096	5109	Adamts5	  MGI:1346321	  MP:0010771 MP:0005390 MP:0005387 MP:0005371 MP:0005386
ADAMTS6	11174	82573	Adamts6	  MGI:1347348	  MP:0005390 MP:0005387 MP:0005381 MP:0005371 MP:0005385 MP:0005397 MP:0005376 MP:0005382 MP:0005369 MP:0005379 MP:0005378
ADAMTS7	11173	22803	Adamts7	  MGI:1347346	  MP:0005376 MP:0005384 MP:0005385 MP:0005397 MP:0005386 MP:0005388 MP:0005370
ADAMTS8	11095	5108	Adamts8	  MGI:1353468	
ADAMTS9	56999	18821	Adamts9	  MGI:1916320	  MP:0005380 MP:0001186 MP:0010768 MP:0005389 MP:0005385 MP:0005391 MP:0003631 MP:0005371 MP:0005387 MP:0005379 MP:0010771 MP:0005378
ADAMTSL1	92949	64642	Adamtsl1	  MGI:1924989	
ADAMTSL2	9719	8798	Adamtsl2	  MGI:1925044	  MP:0005388 MP:0010768 MP:0005376
ADAMTSL3	57188	18912	Adamtsl3	  MGI:3028499	
ADAMTSL4	54507	23141	Adamtsl4	  MGI:2389008	  MP:0010771 MP:0001186 MP:0005391 MP:0005386
ADAMTSL5	339366	19803	Adamtsl5	  MGI:1913798	  MP:0005390 MP:0005371
ADAP1	11033	55997	Adap1	  MGI:2442201	  MP:0005387 MP:0005397
ADAP2	55803	10179	Adap2	  MGI:2663075	
ADAR	103	9281	Adar	  MGI:1889575	  MP:0010771 MP:0005378 MP:0005384 MP:0005376 MP:0005387 MP:0005370 MP:0005380 MP:0010768 MP:0005385 MP:0005397 MP:0003631 MP:0005390
ADARB1	104	8280	Adarb1	  MGI:891999	  MP:0010768 MP:0005386 MP:0003631 MP:0005369 MP:0005378
ADARB2	105	10276	Adarb2	  MGI:2151118	  MP:0005379 MP:0010771 MP:0005367 MP:0005387 MP:0005389 MP:0005397 MP:0005386
ADAT1	23536	8096	Adat1	  MGI:1353631	
ADAT2	134637	6262	Adat2	  MGI:1914007	
ADAT3	113179	50671	Adat3	  MGI:1924344	
ADCK1	57143	6493	Adck1	  MGI:1919363	  MP:0005387 MP:0005390
ADCK2	90956	49103	Adck2	  MGI:1889336	  MP:0005376
ADCK5	203054	34378	Adck5	  MGI:2679274	
ADCY1	107	41419	Adcy1	  MGI:99677	  MP:0005376 MP:0010771 MP:0005386 MP:0003631
ADCY10	55811	10188	Adcy10	  MGI:2660854	  MP:0005376 MP:0005384 MP:0005389 MP:0005385
ADCY2	108	75133	Adcy2	  MGI:99676	
ADCY3	109	2978	Adcy3	  MGI:99675	  MP:0005384 MP:0005376 MP:0005375 MP:0005394 MP:0005389 MP:0010768 MP:0005397 MP:0005378 MP:0003631 MP:0005367 MP:0005370 MP:0005386
ADCY4	196883	23149	Adcy4	  MGI:99674	
ADCY5	111	11213	Adcy5	  MGI:99673	  MP:0005376 MP:0005386
ADCY6	112	22400	Adcy6	  MGI:87917	  MP:0005376 MP:0005369 MP:0005385 MP:0005386 MP:0005367
ADCY7	113	866	Adcy7	  MGI:102891	  MP:0005386 MP:0010768 MP:0005381 MP:0005387
ADCY8	114	37443	Adcy8	  MGI:1341110	  MP:0005386 MP:0003631 MP:0010771 MP:0005378 MP:0005376
ADCY9	115	868	Adcy9	  MGI:108450	  MP:0005397 MP:0005385 MP:0010768 MP:0005380 MP:0005386 MP:0005370 MP:0005388 MP:0005387 MP:0005390 MP:0005381 MP:0003631 MP:0005377 MP:0005382 MP:0005391 MP:0005376
ADCYAP1	116	869	Adcyap1	  MGI:105094	  MP:0005369 MP:0005376 MP:0005384 MP:0005375 MP:0005397 MP:0005378 MP:0005389 MP:0010768 MP:0005391 MP:0003631 MP:0005387 MP:0005370 MP:0005386
ADCYAP1R1	117	870	Adcyap1r1	  MGI:108449	  MP:0005386 MP:0005389 MP:0010768 MP:0003631 MP:0005387 MP:0005378 MP:0005376
ADD1	118	22758	Add1	  MGI:87918	  MP:0010768 MP:0005397 MP:0003631 MP:0005378
ADD2	119	1221	Add2	  MGI:87919	  MP:0005376 MP:0005385 MP:0005397 MP:0003631 MP:0005387 MP:0005367 MP:0005370 MP:0005386
ADD3	120	40893	Add3	  MGI:1351615	
ADGB	79747	100289	Adgb	  MGI:3605549	  MP:0005389
ADGRA1	84435	18582	Adgra1	  MGI:1277167	  MP:0010768 MP:0005390 MP:0005375
ADGRA2	25960	13112	Adgra2	  MGI:1925810	  MP:0005382 MP:0005378 MP:0010768 MP:0005381 MP:0003631 MP:0005380 MP:0005388 MP:0005385
ADGRA3	166647	19235	Adgra3	  MGI:1917943	
ADGRB1	575	1287	Adgrb1	  MGI:1933736	  MP:0005376 MP:0005377 MP:0005397 MP:0005387
ADGRB2	576	1288	Adgrb2	  MGI:2451244	  MP:0005376 MP:0005367 MP:0005386
ADGRB3	577	1289	Adgrb3	  MGI:2441837	  MP:0005378 MP:0005376 MP:0003631 MP:0010768 MP:0005386 MP:0005380
ADGRD1	283383	34616	Adgrd1	  MGI:3041203	  MP:0005389 MP:0005390
ADGRE1	2015	1493	Adgre1	  MGI:106912	  MP:0005387 MP:0005397
ADGRE4P	326342	64640	Adgre4	  MGI:1196464	
ADGRE5	976	8050	Adgre5	  MGI:1347095	  MP:0010768 MP:0005397 MP:0005387
ADGRF1	266977	124643	Adgrf1	  MGI:1924846	
ADGRF2	222611	45213	Adgrf2	  MGI:2182728	
ADGRF3	165082	17826	Adgrf3	  MGI:2685887	
ADGRF4	221393	51953	Adgrf4	  MGI:1925499	  MP:0005390 MP:0005375
ADGRF5	221395	9065	Adgrf5	  MGI:2182928	  MP:0005384 MP:0005376 MP:0010768 MP:0005397 MP:0005378 MP:0005371 MP:0005390 MP:0005387 MP:0005388 MP:0005386
ADGRG1	9289	4156	Adgrg1	  MGI:1340051	  MP:0005379 MP:0010771 MP:0005384 MP:0003631 MP:0005389 MP:0005386
ADGRG2	10149	4208	Adgrg2	  MGI:2446854	  MP:0005389 MP:0005379 MP:0005384 MP:0005376
ADGRG3	222487	18129	Adgrg3	  MGI:1859670	  MP:0005384 MP:0005387 MP:0005397
ADGRG4	139378	72131	Adgrg4	  MGI:2685213	
ADGRG5	221188	17828	Adgrg5	  MGI:2685955	
ADGRG6	57211	10724	Adgrg6	  MGI:1916151	  MP:0003631 MP:0005390 MP:0005386 MP:0010768 MP:0005385 MP:0005378 MP:0005369 MP:0005384 MP:0005376
ADGRG7	84873	13115	Adgrg7	  MGI:2441732	  MP:0005378 MP:0005381 MP:0005369
ADGRL1	22859	8951	Adgrl1	  MGI:1929461	  MP:0005386 MP:0003631
ADGRL2	23266	22712	Adgrl2	  MGI:2139714	  MP:0005386 MP:0010768
ADGRL3	23284	22878	Adgrl3	  MGI:2441950	  MP:0005376 MP:0005386 MP:0003631 MP:0005385
ADGRL4	64123	11170	Adgrl4	  MGI:2655562	
ADGRV1	84059	19815	Adgrv1	  MGI:1274784	  MP:0010768 MP:0005377 MP:0003631 MP:0005371 MP:0005391 MP:0005390 MP:0005386
ADH1A	124	73888	Adh1	  MGI:87921	  MP:0005378 MP:0005376 MP:0010768
ADH1B	125	73888	Adh1	  MGI:87921	  MP:0005378 MP:0005376 MP:0010768
ADH1C	126	73888	Adh1	  MGI:87921	  MP:0005378 MP:0005376 MP:0010768
ADH4	127	20162	Adh4	  MGI:1349472	
ADH5	128	68076	Adh5	  MGI:87929	  MP:0005376 MP:0005386 MP:0005387 MP:0005385 MP:0010768
ADH7	131	37333	Adh7	  MGI:87926	  MP:0010768 MP:0005386 MP:0003631 MP:0005394 MP:0005378 MP:0005376
ADHFE1	137872	5865	Adhfe1	  MGI:1923437	
ADI1	55256	75081	Adi1	  MGI:2144929	
ADIG	149685	NA	Adig	  MGI:2675492	  MP:0005379 MP:0005385 MP:0005389
ADIPOQ	9370	3525	Adipoq	  MGI:106675	  MP:0003631 MP:0005390 MP:0005367 MP:0005387 MP:0005386 MP:0005370 MP:0005388 MP:0010768 MP:0005378 MP:0005385 MP:0005397 MP:0005369 MP:0005384 MP:0005376 MP:0005375 MP:0005379
ADIPOR1	51094	69199	Adipor1	  MGI:1919924	  MP:0005391 MP:0005370 MP:0005386 MP:0005397 MP:0005375 MP:0005369 MP:0005376 MP:0005384 MP:0005378
ADIPOR2	79602	56119	Adipor2	  MGI:93830	  MP:0005386 MP:0005370 MP:0005389 MP:0003631 MP:0005384 MP:0005378 MP:0005375 MP:0005379 MP:0005376
ADK	132	4891	Adk	  MGI:87930	  MP:0005378 MP:0005376 MP:0005388 MP:0005370 MP:0005386 MP:0010768 MP:0005391 MP:0003631
ADM	133	873	Adm	  MGI:108058	  MP:0005369 MP:0005384 MP:0005376 MP:0010771 MP:0005385 MP:0005397 MP:0005379 MP:0005387 MP:0005367 MP:0005380 MP:0005370 MP:0005388 MP:0005386 MP:0005389 MP:0010768
ADM2	79924	49801	Adm2	  MGI:2675256	  MP:0005379 MP:0005385 MP:0005389
ADNP	23394	7617	Adnp	  MGI:1338758	  MP:0005380 MP:0010768 MP:0003631
ADNP2	22850	8945	Adnp2	  MGI:2448562	  MP:0005389 MP:0010768 MP:0005388 MP:0005370 MP:0005386 MP:0005390 MP:0003631 MP:0005371 MP:0005376
ADO	84890	13121	Ado	  MGI:2685083	
ADORA1	134	20165	Adora1	  MGI:99401	  MP:0005376 MP:0005375 MP:0005378 MP:0010771 MP:0003631 MP:0005367 MP:0005386 MP:0005388
ADORA2A	135	20166	Adora2a	  MGI:99402	  MP:0005378 MP:0010771 MP:0005376 MP:0005369 MP:0003631 MP:0005391 MP:0005397 MP:0005385 MP:0005388 MP:0005386 MP:0005387
ADORA2B	136	20167	Adora2b	  MGI:99403	  MP:0005376 MP:0005384 MP:0005385 MP:0005397 MP:0005389 MP:0010768 MP:0003631 MP:0005387 MP:0005386
ADORA3	140	550	Adora3	  MGI:104847	  MP:0005391 MP:0005387 MP:0005367 MP:0005386 MP:0005388 MP:0005385 MP:0005397 MP:0010771 MP:0005376
ADPGK	83440	41739	Adpgk	  MGI:1919391	  MP:0005378 MP:0005375 MP:0005376
ADPRH	141	874	Adprh	  MGI:1098234	  MP:0005387
ADPRHL1	113622	16311	Adprhl1	  MGI:2442168	
ADPRHL2	54936	9863	Adprhl2	  MGI:2140364	  MP:0005378 MP:0005390 MP:0005397
ADPRM	56985	10632	Adprm	  MGI:1913608	  MP:0005378 MP:0005386 MP:0005385
ADRA1A	148	68078	Adra1a	  MGI:104773	  MP:0005369 MP:0005385
ADRA1B	147	55477	Adra1b	  MGI:104774	  MP:0003631 MP:0005385 MP:0005389 MP:0005386 MP:0005370 MP:0005376 MP:0005384 MP:0005369 MP:0005375 MP:0005379 MP:0005378
ADRA1D	146	551	Adra1d	  MGI:106673	  MP:0005386 MP:0005385 MP:0003631 MP:0005369
ADRA2A	150	47944	Adra2a	  MGI:87934	  MP:0003631 MP:0005385 MP:0005386 MP:0005376
ADRA2B	151	553	Adra2b	  MGI:87935	  MP:0005388 MP:0010768 MP:0005389 MP:0005385 MP:0005384 MP:0005376 MP:0005378 MP:0005369
ADRA2C	152	20170	Adra2c	  MGI:87936	  MP:0005386
ADRB1	153	20171	Adrb1	  MGI:87937	  MP:0005376 MP:0010768 MP:0005385
ADRB2	154	30948	Adrb2	  MGI:87938	  MP:0005385 MP:0005397 MP:0005387 MP:0005390 MP:0003631 MP:0005391 MP:0005378 MP:0005379 MP:0005375 MP:0005376 MP:0005384
ADRB3	155	37250	Adrb3	  MGI:87939	  MP:0005386 MP:0005376 MP:0005375 MP:0005378
ADRM1	11047	10513	Adrm1	  MGI:1929289	  MP:0005376 MP:0005384 MP:0005378 MP:0010768 MP:0005379 MP:0005375 MP:0005387 MP:0005386 MP:0005397 MP:0005389
ADSL	158	12	Adsl	  MGI:103202	  MP:0005385 MP:0010768 MP:0005391
ADSS1	122622	111992	Adssl1	  MGI:87947	
ADSS2	159	875	Adss	  MGI:87948	  MP:0005376 MP:0010768
ADTRP	84830	13107	Adtrp	  MGI:1924596	
AEBP1	165	878	Aebp1	  MGI:1197012	  MP:0005376 MP:0005384 MP:0005378 MP:0010768 MP:0010771 MP:0005379 MP:0005375 MP:0005381 MP:0005371 MP:0005370 MP:0005386 MP:0005385
AEBP2	121536	40690	Aebp2	  MGI:1338038	  MP:0001186 MP:0010768 MP:0005386 MP:0005381 MP:0005369 MP:0005371 MP:0005378 MP:0010771
AEN	64782	23382	Aen	  MGI:1915298	
AFAP1	60312	11009	Afap1	  MGI:1917542	  MP:0010771 MP:0005379 MP:0005384 MP:0005386
AFAP1L1	134265	18728	Afap1l1	  MGI:2147199	
AFAP1L2	84632	13057	Afap1l2	  MGI:2147658	  MP:0010771 MP:0005378 MP:0005375 MP:0005387 MP:0005376 MP:0005390 MP:0005386 MP:0005397 MP:0005385 MP:0005371
AFDN	4301	21202	Afdn	  MGI:1314653	  MP:0003631 MP:0005380 MP:0005385 MP:0005378 MP:0010768 MP:0005384
AFF1	4299	4340	Aff1	  MGI:1100819	  MP:0005378 MP:0005379 MP:0005386 MP:0005387 MP:0003631 MP:0005391 MP:0005397 MP:0005389 MP:0010768
AFF2	2334	1532	Aff2	  MGI:1202294	  MP:0005386 MP:0010768 MP:0003631 MP:0005378 MP:0010771
AFF3	3899	1718	Aff3	  MGI:106927	  MP:0005377 MP:0005371 MP:0005390 MP:0005386 MP:0005378 MP:0005382 MP:0005376
AFF4	27125	8683	Aff4	  MGI:2136171	  MP:0005386 MP:0005388 MP:0005380 MP:0010768 MP:0005389 MP:0005384 MP:0005379 MP:0005378
AFG1L	246269	5782	Afg1l	  MGI:2148801	
AFG3L1P	172	134198	Afg3l1	  MGI:1928277	
AFG3L2	10939	4947	Afg3l2	  MGI:1916847	  MP:0005378 MP:0005384 MP:0003631 MP:0005369 MP:0010768 MP:0005397 MP:0005386 MP:0005387
AFM	173	881	Afm	  MGI:2429409	  MP:0005386 MP:0005397 MP:0005371
AFMID	125061	41731	Afmid	  MGI:2448704	  MP:0005376 MP:0005379 MP:0005386 MP:0005367
AFP	174	36278	Afp	  MGI:87951	  MP:0005376 MP:0005379 MP:0005389 MP:0005370 MP:0005386 MP:0002006
AFTPH	54812	9764	Aftph	  MGI:1923012	
AGA	175	13	Aga	  MGI:104873	  MP:0003631 MP:0005367 MP:0005370 MP:0005386 MP:0010768 MP:0010771 MP:0005376 MP:0005384 MP:0005378
AGAP1	116987	56689	Agap1	  MGI:2653690	  MP:0005391 MP:0005371 MP:0005390 MP:0005386 MP:0005397 MP:0010768 MP:0005382 MP:0005376
AGAP2	116986	86815	Agap2	  MGI:3580016	  MP:0005370 MP:0005376 MP:0005384 MP:0005379 MP:0010771
AGAP3	116988	23742	Agap3	  MGI:2183446	
AGBL1	123624	17552	Agbl1	  MGI:3646469	
AGBL2	79841	11715	Agbl2	  MGI:2443254	
AGBL3	340351	35330	Agbl3	  MGI:1923473	
AGBL4	84871	84880	Agbl4	  MGI:1918244	  MP:0005387 MP:0010768 MP:0005397 MP:0005384 MP:0005376
AGBL5	60509	11053	Agbl5	  MGI:2441745	  MP:0010768 MP:0005387
AGER	177	883	Ager	  MGI:893592	  MP:0005385 MP:0005397 MP:0005386 MP:0005367 MP:0005390 MP:0005387 MP:0005369 MP:0005378 MP:0010771 MP:0005376 MP:0005384
AGFG1	3267	37929	Agfg1	  MGI:1333754	  MP:0005389 MP:0005384
AGFG2	3268	4430	Agfg2	  MGI:2443267	
AGGF1	55109	41220	Aggf1	  MGI:1913799	  MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005385 MP:0005388 MP:0005386 MP:0005380
AGK	55750	41239	Agk	  MGI:1917173	
AGL	178	536	Agl	  MGI:1924809	  MP:0005369 MP:0005390 MP:0005376 MP:0005386 MP:0005388 MP:0005370 MP:0010768 MP:0005391 MP:0005371
AGMAT	79814	99855	Agmat	  MGI:1923236	
AGMO	392636	45620	Agmo	  MGI:2442495	
AGO1	26523	81826	Ago1	  MGI:2446630	  MP:0005378 MP:0010768 MP:0005386
AGO2	27161	81825	Ago2	  MGI:2446632	  MP:0005376 MP:0005384 MP:0005379 MP:0005378 MP:0010771 MP:0005380 MP:0005387 MP:0003631 MP:0005397 MP:0005385 MP:0010768
AGO3	192669	49799	Ago3	  MGI:2446634	  MP:0005386
AGO4	192670	41184	Ago4	  MGI:1924100	  MP:0005384 MP:0005379 MP:0005389
AGPAT1	10554	55973	Agpat1	  MGI:1932075	  MP:0010768 MP:0005385 MP:0005376
AGPAT2	10555	4678	Agpat2	  MGI:1914762	  MP:0005384 MP:0005376 MP:0005382 MP:0005375 MP:0005379 MP:0010771 MP:0005378 MP:0005390 MP:0005367 MP:0005387 MP:0005371 MP:0005381 MP:0010768 MP:0005397 MP:0005386 MP:0005370
AGPAT3	56894	10591	Agpat3	  MGI:1336186	  MP:0005376 MP:0005384 MP:0005379 MP:0005389 MP:0010768 MP:0005390
AGPAT4	56895	69293	Agpat4	  MGI:1915512	  MP:0005375 MP:0005378 MP:0005376 MP:0005390
AGPAT5	55326	10153	Agpat5	  MGI:1196345	  MP:0005370
AGPS	8540	2716	Agps	  MGI:2443065	  MP:0005379 MP:0005384 MP:0005376 MP:0005391 MP:0010768 MP:0005389
AGR2	10551	4674	Agr2	  MGI:1344405	  MP:0005388 MP:0005397 MP:0005389 MP:0010768 MP:0005381 MP:0005387 MP:0005376 MP:0005384 MP:0005379 MP:0005375 MP:0005378
AGR3	155465	45551	Agr3	  MGI:2685734	
AGRN	375790	27907	Agrn	  MGI:87961	  MP:0005378 MP:0005369 MP:0005371 MP:0003631 MP:0005385 MP:0010768 MP:0005386 MP:0005388 MP:0005367
AGRP	181	7184	Agrp	  MGI:892013	  MP:0005376 MP:0005378 MP:0010768 MP:0005375 MP:0003631 MP:0005386 MP:0005370
AGT	183	14	Agt	  MGI:87963	  MP:0005386 MP:0005370 MP:0010768 MP:0005389 MP:0005385 MP:0003631 MP:0005387 MP:0005376 MP:0005367 MP:0005378 MP:0005375 MP:0005369
AGTPBP1	23287	9067	Agtpbp1	  MGI:2159437	  MP:0005379 MP:0005378 MP:0005369 MP:0005387 MP:0005384 MP:0005386 MP:0005397 MP:0005389 MP:0005391 MP:0003631 MP:0005377
AGTR1	185	84871	Agtr1b	  MGI:87965	
AGTR2	186	20172	Agtr2	  MGI:87966	  MP:0005375 MP:0005379 MP:0010771 MP:0005378 MP:0005384 MP:0005376 MP:0003631 MP:0005369 MP:0005381 MP:0002006 MP:0010768 MP:0005397 MP:0005385 MP:0005386 MP:0005390 MP:0005367 MP:0005387
AGTRAP	57085	7621	Agtrap	  MGI:1339977	  MP:0005385 MP:0005367 MP:0005376
AGXT	189	37251	Agxt	  MGI:1329033	  MP:0005376 MP:0005367
AGXT2	64902	12887	Agxt2	  MGI:2146052	  MP:0005369 MP:0005376 MP:0005385
AHCTF1	25909	9142	Ahctf1	  MGI:1915033	  MP:0005384 MP:0010768 MP:0005380
AHCY	191	554	Ahcy	  MGI:87968	  MP:0010768
AHCYL1	10768	77353	Ahcyl1	  MGI:2385184	  MP:0005391 MP:0005381 MP:0005390 MP:0005378 MP:0005397 MP:0005375 MP:0005379
AHCYL2	23382	69337	Ahcyl2	  MGI:1921590	
AHDC1	27245	17144	Ahdc1	  MGI:2444218	
AHI1	54806	9762	Ahi1	  MGI:87971	  MP:0005378 MP:0005384 MP:0005376 MP:0005391 MP:0010768 MP:0005386 MP:0005387 MP:0005367 MP:0003631
AHNAK	79026	67425	Ahnak	  MGI:1316648	  MP:0005375 MP:0005378 MP:0005387 MP:0005376 MP:0005384 MP:0005397 MP:0010768
AHNAK2	113146	131081	Ahnak2	  MGI:2144831	
AHR	196	1224	Ahr	  MGI:105043	  MP:0003631 MP:0005377 MP:0005381 MP:0005391 MP:0005387 MP:0005367 MP:0005388 MP:0005370 MP:0005386 MP:0005389 MP:0010768 MP:0005385 MP:0005397 MP:0005378 MP:0002006 MP:0005379 MP:0005369 MP:0005384 MP:0005376 MP:0010771
AHRR	57491	49215	Ahrr	  MGI:1333776	  MP:0005376 MP:0005397 MP:0002006 MP:0005377
AHSA1	10598	8106	Ahsa1	  MGI:2387603	  MP:0003631 MP:0005391
AHSA2P	130872	72214	Ahsa2	  MGI:1916133	  MP:0005391
AHSG	197	1225	Ahsg	  MGI:107189	  MP:0005378 MP:0005369 MP:0005376 MP:0005390 MP:0005377 MP:0005371
AHSP	51327	NA	Ahsp	  MGI:2158492	  MP:0005387 MP:0005397 MP:0005384
AICDA	57379	7623	Aicda	  MGI:1342279	  MP:0005397 MP:0010768 MP:0005381 MP:0005387 MP:0005384 MP:0005376
AIDA	64853	11268	Aida	  MGI:1919737	
AIF1	199	1226	Aif1	  MGI:1343098	  MP:0005391 MP:0003631 MP:0005390 MP:0005387 MP:0005397 MP:0005385 MP:0005376
AIF1L	83543	12863	Aif1l	  MGI:1919598	  MP:0005397 MP:0005370 MP:0005387 MP:0010771 MP:0005379
AIFM1	9131	3100	Aifm1	  MGI:1349419	  MP:0010771 MP:0005378 MP:0005384 MP:0005376 MP:0005369 MP:0005391 MP:0010768 MP:0005385 MP:0005380 MP:0005386 MP:0003631
AIFM2	84883	6862	Aifm2	  MGI:1918611	  MP:0005384
AIFM3	150209	13773	Aifm3	  MGI:1919418	
AIG1	51390	32297	Aig1	  MGI:1913503	
AIM2	9447	83226	Aim2	  MGI:2686159	  MP:0005397 MP:0010768 MP:0005387 MP:0005376 MP:0005384
AIMP1	9255	31260	Aimp1	  MGI:102774	  MP:0005376 MP:0005384 MP:0005397 MP:0010768 MP:0005389 MP:0005387 MP:0005386 MP:0005388
AIMP2	7965	4594	Aimp2	  MGI:2385237	  MP:0010768
AIP	9049	2959	Aip	  MGI:109622	  MP:0005384 MP:0005376 MP:0005379 MP:0010771 MP:0005378 MP:0005380 MP:0003631 MP:0002006 MP:0010768 MP:0005385 MP:0005370
AIPL1	23746	22806	Aipl1	  MGI:2148800	  MP:0005391 MP:0003631
AIRE	326	327	Aire	  MGI:1338803	  MP:0005391 MP:0003631 MP:0005381 MP:0005387 MP:0005386 MP:0005370 MP:0005388 MP:0002006 MP:0010768 MP:0005389 MP:0005378 MP:0005397 MP:0005384 MP:0005376 MP:0005379
AIRN	100271873	NA	Airn	  MGI:1353471	  MP:0005389 MP:0005378 MP:0005384
AJAP1	55966	10312	Ajap1	  MGI:2685419	  MP:0005390 MP:0005386 MP:0005376
AJM1	389813	19943	Ajm1	  MGI:2685842	
AJUBA	84962	7789	Ajuba	  MGI:1341886	  MP:0005384
AK1	203	20135	Ak1	  MGI:87977	  MP:0005385 MP:0005369 MP:0005376 MP:0005384
AK2	204	1227	Ak2	  MGI:87978	
AK3	50808	21744	Ak3	  MGI:1860835	
AK4	205	100316	Ak4	  MGI:87979	
AK5	26289	76103	Ak5	  MGI:2677491	
AK6	102157402	5540	Ak6	  MGI:5510732	
AK7	122481	14268	Ak7	  MGI:1926051	  MP:0005384 MP:0005382 MP:0005378 MP:0005388 MP:0003631 MP:0010768 MP:0005389
AK8	158067	17622	Ak8	  MGI:1916120	  MP:0003631
AK9	221264	67934	Ak9	  MGI:2685080	
AKAIN1	642597	85827	Akain1	  MGI:2444600	
AKAP1	8165	31165	Akap1	  MGI:104729	  MP:0005389
AKAP10	11216	32452	Akap10	  MGI:1890218	  MP:0005391 MP:0003631 MP:0005370 MP:0005380 MP:0005397 MP:0005385 MP:0005378 MP:0010768 MP:0005382
AKAP11	11215	8279	Akap11	  MGI:2684060	  MP:0005367 MP:0005390 MP:0005387 MP:0005371 MP:0005397 MP:0005386 MP:0005376 MP:0005378
AKAP12	9590	3740	Akap12	  MGI:1932576	  MP:0005369 MP:0005379 MP:0005386 MP:0005370 MP:0005388 MP:0005387 MP:0003631 MP:0005385 MP:0005397 MP:0010768 MP:0005389
AKAP13	11214	4903	Akap13	  MGI:2676556	  MP:0005378 MP:0005382 MP:0005369 MP:0005376 MP:0005387 MP:0005380 MP:0010768 MP:0005389 MP:0005385 MP:0005397 MP:0003631
AKAP14	158798	32512	Akap14	  MGI:3618288	
AKAP17BP	139516	14744	Akap17b	  MGI:2443758	  MP:0005378 MP:0005380 MP:0003631
AKAP3	10566	4688	Akap3	  MGI:1341149	
AKAP4	8852	2887	Akap4	  MGI:102794	  MP:0005384 MP:0005389
AKAP5	9495	15854	Akap5	  MGI:2685104	  MP:0005386 MP:0003631 MP:0005376 MP:0005379
AKAP6	9472	3157	Akap6	  MGI:3050566	  MP:0005378 MP:0005384 MP:0005369 MP:0005382 MP:0005385 MP:0010768
AKAP7	9465	49463	Akap7	  MGI:1859150	  MP:0005390
AKAP8	10270	4278	Akap8	  MGI:1928488	
AKAP8L	26993	8658	Akap8l	  MGI:1860606	
AKAP9	10142	134583	Akap9	  MGI:2178217	  MP:0005397 MP:0005389 MP:0010768 MP:0005387 MP:0005390 MP:0005378 MP:0005379 MP:0005375 MP:0005382 MP:0005376 MP:0005384
AKIP1	56672	10765	Akip1	  MGI:3041226	
AKIRIN1	79647	11348	Akirin1	  MGI:1915300	
AKIRIN2	55122	9988	Akirin2	  MGI:1889364	  MP:0010768
AKNA	80709	49947	Akna	  MGI:2140340	  MP:0005386 MP:0005388 MP:0010768 MP:0005397 MP:0005387 MP:0005378
AKNAD1	254268	51892	Aknad1	  MGI:3584453	
AKR1A1	10327	74565	Akr1a1	  MGI:1929955	  MP:0005388 MP:0005397 MP:0005389 MP:0005387 MP:0005384 MP:0005367 MP:0005390 MP:0005378 MP:0005382 MP:0005376
AKR1B1	231	133743	Akr1b3	  MGI:1353494	  MP:0005367 MP:0005386 MP:0005376 MP:0005378
AKR1B10	57016	128412	Akr1b10	  MGI:1915111	
