ensembl_gene_id	hsapiens_homolog_associated_gene_name
689	ENSRNOG00000036816	WLS
690	ENSRNOG00000056796	RF00002
691	ENSRNOG00000023546	HSPB1
692	ENSRNOG00000021758	TNPO3
693	ENSRNOG00000016910	RALGPS1
694	ENSRNOG00000036434	MIR449B
695	ENSRNOG00000012911	ERLIN1
696	ENSRNOG00000005907	RAD18
697	ENSRNOG00000024119	GHSR
698	ENSRNOG00000047123	TSTD1
699	ENSRNOG00000000662	SRRD
700	ENSRNOG00000019975	CDC5L
701	ENSRNOG00000007043	AL121594.1
702	ENSRNOG00000007043	KIAA0391
703	ENSRNOG00000039461	PCDHGA3
704	ENSRNOG00000001752	NRROS
705	ENSRNOG00000009080	ATP6V1D
706	ENSRNOG00000059683	MPP2
707	ENSRNOG00000055316	RF00426
708	ENSRNOG00000008163	ATP6V1G1
709	ENSRNOG00000036911	BICD1
710	ENSRNOG00000046468	PTGFR
711	ENSRNOG00000036692	GCGR
712	ENSRNOG00000005792	ANKEF1
713	ENSRNOG00000006855	PADI4
714	ENSRNOG00000001578	HOXD4
715	ENSRNOG00000001578	AC009336.2
716	ENSRNOG00000047089	ALKBH7
717	ENSRNOG00000022971	ZNF454
718	ENSRNOG00000018061	TMEM80
719	ENSRNOG00000015439	MAN2A1
720	ENSRNOG00000018193	POC5
721	ENSRNOG00000015567	SLC9A2
722	ENSRNOG00000016544	ARHGEF28
723	ENSRNOG00000061508	REPS2
724	ENSRNOG00000014098	POLD2
725	ENSRNOG00000006746	OR2T6
726	ENSRNOG00000000942	PAN3
727	ENSRNOG00000007032	AMIGO2
728	ENSRNOG00000049918	LRG1
729	ENSRNOG00000021345	HAVCR1
730	ENSRNOG00000029938	PIK3C2B
731	ENSRNOG00000022386	OPALIN
732	ENSRNOG00000003131	TRAF7
733	ENSRNOG00000002186	NUDT9
734	ENSRNOG00000026225	TAS2R38
735	ENSRNOG00000056377	SNORD42A
736	ENSRNOG00000050129	AL355312.6
737	ENSRNOG00000050129	RAET1E
738	ENSRNOG00000003984	APLN
739	ENSRNOG00000059039	SCARNA14
740	ENSRNOG00000053839	SNORD114-16
741	ENSRNOG00000053839	SNORD114-11
742	ENSRNOG00000053839	SNORD114-13
743	ENSRNOG00000043331	ANKRD65
744	ENSRNOG00000058932	ZNF202
745	ENSRNOG00000001517	PDK1
746	ENSRNOG00000052749	RNU5A-3P
747	ENSRNOG00000052749	RNU5E-8P
748	ENSRNOG00000052749	RNU5E-5P
749	ENSRNOG00000052749	RNU5E-10P
750	ENSRNOG00000055243	RF00554
751	ENSRNOG00000030750	ZFP2
752	ENSRNOG00000035635	MIR448
753	ENSRNOG00000017083	FAM50B
754	ENSRNOG00000059815	SNORA2C
755	ENSRNOG00000014710	PROM2
756	ENSRNOG00000010815	ELF2
757	ENSRNOG00000057457	RNU1-15P
758	ENSRNOG00000021659	ACP4
759	ENSRNOG00000004889	VANGL2
760	ENSRNOG00000052684	RNU6-904P
761	ENSRNOG00000060270	MIR224
762	ENSRNOG00000007967	SDHB
763	ENSRNOG00000016207	GALNT1
764	ENSRNOG00000052837	DCUN1D2
765	ENSRNOG00000061685	RF01518
766	ENSRNOG00000049947	OR4C15
767	ENSRNOG00000010870	FOXN1
768	ENSRNOG00000020229	AC002985.1
769	ENSRNOG00000020229	HOMER3
770	ENSRNOG00000054187	RNU6-1071P
771	ENSRNOG00000054187	RNU6-793P
772	ENSRNOG00000054187	RNU6-283P
773	ENSRNOG00000054187	RNU6-280P
774	ENSRNOG00000054187	RNU6-465P
775	ENSRNOG00000054187	RNU6-1171P
776	ENSRNOG00000030537	SLC26A11
777	ENSRNOG00000048322	OTX2
778	ENSRNOG00000061001	RNU6-552P
779	ENSRNOG00000001047	MAP2K7
780	ENSRNOG00000001572	HOXD1
781	ENSRNOG00000031126	TECTA
782	ENSRNOG00000058684	RN7SL278P
783	ENSRNOG00000056334	RNU6-17P
784	ENSRNOG00000056334	RNU6-18P
785	ENSRNOG00000001893	PPP2CA
786	ENSRNOG00000004971	TXLNG
787	ENSRNOG00000008058	TMPRSS5
788	ENSRNOG00000059997	BRIP1
789	ENSRNOG00000011019	FAAH
790	ENSRNOG00000019205	GNPAT
791	ENSRNOG00000038190	DOK6
792	ENSRNOG00000006631	SEMA3E
793	ENSRNOG00000016321	ENTPD4
794	ENSRNOG00000027015	YTHDF1
795	ENSRNOG00000002979	TBX19
796	ENSRNOG00000013380	RHOV
797	ENSRNOG00000001260	NUDT1
798	ENSRNOG00000008548	DIABLO
799	ENSRNOG00000013178	CMIP
800	ENSRNOG00000017040	WRNIP1
801	ENSRNOG00000048495	RRP12
802	ENSRNOG00000014027	KIAA0753
803	ENSRNOG00000035615	MIR370
804	ENSRNOG00000021380	AC087651.1
805	ENSRNOG00000019854	NAPSA
806	ENSRNOG00000032827	MROH5
807	ENSRNOG00000006503	FRMD3
808	ENSRNOG00000031665	ACE2
809	ENSRNOG00000035585	MIR185
810	ENSRNOG00000009311	FSTL3
811	ENSRNOG00000004137	UBTD2
812	ENSRNOG00000002036	PAXBP1
813	ENSRNOG00000053410	ADCY10
814	ENSRNOG00000017982	PNLIPRP2
815	ENSRNOG00000001704	RUNX1
816	ENSRNOG00000004777	ESF1
817	ENSRNOG00000010737	MBNL2
818	ENSRNOG00000034164	CR2
819	ENSRNOG00000003176	MIXL1
820	ENSRNOG00000015505	MFAP5
821	ENSRNOG00000052215	RF00554
822	ENSRNOG00000055493	RF00424
823	ENSRNOG00000055493	SCARNA16
824	ENSRNOG00000058870	MROH7
825	ENSRNOG00000058870	MROH7-TTC4
826	ENSRNOG00000057533	SNORA6
827	ENSRNOG00000006460	AMDHD2
828	ENSRNOG00000006460	AC093525.1
829	ENSRNOG00000005468	RBM28
830	ENSRNOG00000057548	IGKV1OR2-108
831	ENSRNOG00000027929	POLN
832	ENSRNOG00000026204	DCLRE1A
833	ENSRNOG00000055244	RNU6-375P
834	ENSRNOG00000017810	UROS
835	ENSRNOG00000023549	SAMD5
836	ENSRNOG00000003235	MGAT4B
837	ENSRNOG00000009022	RTKN
838	ENSRNOG00000008915	PRIMA1
839	ENSRNOG00000021113	UBA2
840	ENSRNOG00000034195	BPI
841	ENSRNOG00000015393	SLC32A1
842	ENSRNOG00000025603	ADGRF2
843	ENSRNOG00000010537	DIS3L
844	ENSRNOG00000047108	GSTM1
845	ENSRNOG00000011969	DOCK9
846	ENSRNOG00000050607	PRL
847	ENSRNOG00000059118	RNU6-476P
848	ENSRNOG00000008474	ACOX3
849	ENSRNOG00000048523	RPL8
850	ENSRNOG00000026866	SYN3
851	ENSRNOG00000021575	CFHR4
852	ENSRNOG00000012641	SFR1
853	ENSRNOG00000016286	IYD
854	ENSRNOG00000004992	RAB1A
855	ENSRNOG00000023109	FP565260.3
856	ENSRNOG00000023109	ICOSLG
857	ENSRNOG00000008659	ARHGAP21
858	ENSRNOG00000048613	TIMM17B
859	ENSRNOG00000057167	RN7SL150P
860	ENSRNOG00000057167	RN7SL452P
861	ENSRNOG00000047118	C6orf203
862	ENSRNOG00000024677	ARHGAP33
863	ENSRNOG00000054832	RNU6-931P
864	ENSRNOG00000004787	ELP4
865	ENSRNOG00000020363	MED25
866	ENSRNOG00000048831	SOWAHC
867	ENSRNOG00000011891	ATP6V1B2
868	ENSRNOG00000023458	DCAF12L2
869	ENSRNOG00000057885	RNU6-28P
870	ENSRNOG00000057885	RNU6-592P
871	ENSRNOG00000051619	ASB2
872	ENSRNOG00000017645	MYLPF
873	ENSRNOG00000031790	HIST3H2BB
874	ENSRNOG00000036782	SEMG2
875	ENSRNOG00000036782	SEMG1
876	ENSRNOG00000058386	GOLT1B
877	ENSRNOG00000048981	AHSA1
878	ENSRNOG00000017381	ITIH4
879	ENSRNOG00000006478	GJA10
880	ENSRNOG00000059537	RNU4-72P
881	ENSRNOG00000013194	RPS6KA2
882	ENSRNOG00000005652	CNTN4
883	ENSRNOG00000047853	SS18L2
884	ENSRNOG00000050111	CENPO
885	ENSRNOG00000053137	RNU105C
886	ENSRNOG00000046095	OR13C3
887	ENSRNOG00000004048	LRRK2
888	ENSRNOG00000020426	ERF
889	ENSRNOG00000006946	ARHGAP9
890	ENSRNOG00000054227	GLRX
891	ENSRNOG00000055012	YME1L1
892	ENSRNOG00000017048	PRL
893	ENSRNOG00000019455	AP4B1
894	ENSRNOG00000024073	SYCE1
895	ENSRNOG00000006355	AKAP8L
896	ENSRNOG00000019050	IFIT1B
897	ENSRNOG00000059982	OR8G5
898	ENSRNOG00000059982	OR8G1
899	ENSRNOG00000010882	SPTLC1
900	ENSRNOG00000050104	CLIP3
901	ENSRNOG00000000564	TBATA
902	ENSRNOG00000022599	INTS1
903	ENSRNOG00000016190	COQ9
904	ENSRNOG00000054757	ADCY6
905	ENSRNOG00000042470	ERAS
906	ENSRNOG00000004263	INTS7
907	ENSRNOG00000031720	SSX5
908	ENSRNOG00000031720	SSX3
909	ENSRNOG00000031720	SSX1
910	ENSRNOG00000031720	SSX2
911	ENSRNOG00000031720	SSX4B
912	ENSRNOG00000031720	SSX7
913	ENSRNOG00000031720	SSX4
914	ENSRNOG00000031720	SSX2B
915	ENSRNOG00000010983	OTOG
916	ENSRNOG00000010184	BRK1
917	ENSRNOG00000018850	TTC9B
918	ENSRNOG00000020355	TWIST2
919	ENSRNOG00000006444	FKBP4
920	ENSRNOG00000016451	CD1D
921	ENSRNOG00000003778	OPN3
922	ENSRNOG00000059445	AIFM2
923	ENSRNOG00000030416	ZNF878
924	ENSRNOG00000030416	AC022415.2
925	ENSRNOG00000030416	AC008770.4
926	ENSRNOG00000030416	ZNF844
927	ENSRNOG00000005957	SLC4A7
928	ENSRNOG00000013208	OR9I1
929	ENSRNOG00000010761	SFTPB
930	ENSRNOG00000002199	TMEM165
931	ENSRNOG00000023455	POMGNT1
932	ENSRNOG00000054724	PYCR3
933	ENSRNOG00000009385	PIK3CG
934	ENSRNOG00000024568	NDUFS7
935	ENSRNOG00000046163	IQCM
936	ENSRNOG00000047551	PNPLA2
937	ENSRNOG00000035601	MIR139
938	ENSRNOG00000032004	CYP2C8
939	ENSRNOG00000021996	NLRP4
940	ENSRNOG00000061429	RPH3AL
941	ENSRNOG00000001189	SIK1B
942	ENSRNOG00000001189	SIK1
943	ENSRNOG00000018522	ECHS1
944	ENSRNOG00000025321	ANKRD31
945	ENSRNOG00000054135	RNU1-20P
946	ENSRNOG00000007539	RSAD2
947	ENSRNOG00000007088	XPOT
948	ENSRNOG00000011704	FBXO34
949	ENSRNOG00000005247	SURF1
950	ENSRNOG00000027592	RERG
951	ENSRNOG00000046777	OR2AK2
952	ENSRNOG00000038478	HMGB1
953	ENSRNOG00000002312	ATP10D
954	ENSRNOG00000010472	CCDC32
955	ENSRNOG00000016385	GABRD
956	ENSRNOG00000020744	ADAR
957	ENSRNOG00000046143	PGAP3
958	ENSRNOG00000019955	OGDHL
959	ENSRNOG00000019518	AC008397.2
960	ENSRNOG00000019518	PDE4C
961	ENSRNOG00000007765	FRZB
962	ENSRNOG00000052339	OR8K3
963	ENSRNOG00000001762	PCYT1A
964	ENSRNOG00000015896	RBPMS2
965	ENSRNOG00000003734	CXXC5
966	ENSRNOG00000019012	D2HGDH
967	ENSRNOG00000055295	PECR
968	ENSRNOG00000017508	KMT5C
969	ENSRNOG00000016695	MMP2
970	ENSRNOG00000017195	CTR9
971	ENSRNOG00000015691	INKA2
972	ENSRNOG00000010232	ENPP5
973	ENSRNOG00000014712	ZNF570
974	ENSRNOG00000017786	ACTA1
975	ENSRNOG00000015768	NAT8
976	ENSRNOG00000015768	NAT8B
977	ENSRNOG00000010261	RNASE10
978	ENSRNOG00000055714	AK7
979	ENSRNOG00000002040	BMP2K
980	ENSRNOG00000004843	POLE3
981	ENSRNOG00000046426	ANKRD66
982	ENSRNOG00000016208	SETBP1
983	ENSRNOG00000047903	SLCO6A1
984	ENSRNOG00000010407	PEX5
985	ENSRNOG00000032777	RPL26
986	ENSRNOG00000011559	CNN3
987	ENSRNOG00000046991	TMEM127
988	ENSRNOG00000054459	MBOAT7
989	ENSRNOG00000049324	TSPAN4
990	ENSRNOG00000037853	RARRES1
991	ENSRNOG00000028750	TUBAL3
992	ENSRNOG00000006278	TSPYL5
993	ENSRNOG00000038622	ZNF628
994	ENSRNOG00000000961	GLT1D1
995	ENSRNOG00000002403	FAM129A
996	ENSRNOG00000054433	RNASE1
997	ENSRNOG00000013733	PPP4R1
998	ENSRNOG00000046585	CHMP4B
999	ENSRNOG00000024863	FAM76B
1000	ENSRNOG00000037211	KIF14
1001	ENSRNOG00000007806	ARF5
1002	ENSRNOG00000004823	DOCK4
1003	ENSRNOG00000006049	RFX1
1004	ENSRNOG00000003247	SDE2
1005	ENSRNOG00000018105	THTPA
1006	ENSRNOG00000052070	ALDH1A3
1007	ENSRNOG00000024352	TYW1
1008	ENSRNOG00000024352	TYW1B
1009	ENSRNOG00000002970	ZSWIM7
1010	ENSRNOG00000023612	AOC1
1011	ENSRNOG00000009316	BMP10
1012	ENSRNOG00000001298	SLC5A4
1013	ENSRNOG00000028156	PLD1
1014	ENSRNOG00000030517	ZNF879
1015	ENSRNOG00000046657	TP53
1016	ENSRNOG00000013057	PRC1
1017	ENSRNOG00000054013	CLEC4G
1018	ENSRNOG00000005149	SACM1L
1019	ENSRNOG00000021050	OR10V1
1020	ENSRNOG00000018291	VKORC1L1
1021	ENSRNOG00000019162	EMC9
1022	ENSRNOG00000013583	TBC1D8
1023	ENSRNOG00000023521	MAP3K10
1024	ENSRNOG00000020710	AC011511.4
1025	ENSRNOG00000020710	RAVER1
1026	ENSRNOG00000017843	POLR3K
1027	ENSRNOG00000027212	TEKT3
1028	ENSRNOG00000003745	ATF3
1029	ENSRNOG00000021795	FAM227A
1030	ENSRNOG00000048470	POMP
1031	ENSRNOG00000027705	NLRP4
1032	ENSRNOG00000030225	CLPX
1033	ENSRNOG00000028629	AKT1
1034	ENSRNOG00000053353	SNORD7
1035	ENSRNOG00000018885	ZNF780A
1036	ENSRNOG00000050950	OR8G5
1037	ENSRNOG00000050950	OR8G1
1038	ENSRNOG00000011585	FAT3
1039	ENSRNOG00000042276	TRAPPC2B
1040	ENSRNOG00000020774	ZNF383
1041	ENSRNOG00000055310	OR5P2
1042	ENSRNOG00000008364	CAT
1043	ENSRNOG00000061587	METAP1D
1044	ENSRNOG00000023020	FDX2
1045	ENSRNOG00000023020	AC011511.1
1046	ENSRNOG00000060570	RNU11-5P
1047	ENSRNOG00000060570	RNU11-2P
1048	ENSRNOG00000060570	RNU11-6P
1049	ENSRNOG00000060570	RNU11-4P
1050	ENSRNOG00000014188	TMA16
1051	ENSRNOG00000056028	RFXAP
1052	ENSRNOG00000059998	RNU6-970P
1053	ENSRNOG00000017438	GFRA1
1054	ENSRNOG00000058877	PTGIS
1055	ENSRNOG00000016591	UTP15
1056	ENSRNOG00000046587	MIR193B
1057	ENSRNOG00000036497	MIR433
1058	ENSRNOG00000025370	ZNF385C
1059	ENSRNOG00000008992	GRIK3
1060	ENSRNOG00000003476	SLC6A4
1061	ENSRNOG00000053632	RF00002
1062	ENSRNOG00000033734	TNNT2
1063	ENSRNOG00000037718	CFAP52
1064	ENSRNOG00000051533	SNORD116-6
1065	ENSRNOG00000051533	SNORD116-9
1066	ENSRNOG00000051533	SNORD116-3
1067	ENSRNOG00000051533	SNORD116-5
1068	ENSRNOG00000051533	SNORD116-1
1069	ENSRNOG00000051533	SNORD116-7
1070	ENSRNOG00000051533	SNORD116-2
1071	ENSRNOG00000051533	SNORD116-8
1072	ENSRNOG00000051533	SNORD116-4
1073	ENSRNOG00000052007	RF01518
1074	ENSRNOG00000039517	ZPLD1
1075	ENSRNOG00000045892	CFL2
1076	ENSRNOG00000031494	ARMH1
1077	ENSRNOG00000003650	NT5C
1078	ENSRNOG00000003992	PIK3R6
1079	ENSRNOG00000018345	ABCE1
1080	ENSRNOG00000042189	RAB31
1081	ENSRNOG00000001658	KCNJ6
1082	ENSRNOG00000030101	TRAIP
1083	ENSRNOG00000059022	TRAV23DV6
1084	ENSRNOG00000013962	MAGI2
1085	ENSRNOG00000015149	NRG4
1086	ENSRNOG00000006778	MMP19
1087	ENSRNOG00000005670	ART4
1088	ENSRNOG00000053992	OR11H4
1089	ENSRNOG00000015898	FER
1090	ENSRNOG00000050240	MTF1
1091	ENSRNOG00000051586	OR5P2
1092	ENSRNOG00000003883	LPGAT1
1093	ENSRNOG00000050087	MPHOSPH6
1094	ENSRNOG00000021128	KCNJ11
1095	ENSRNOG00000021724	PTPRCAP
1096	ENSRNOG00000028889	SLC51B
1097	ENSRNOG00000050326	ADAMTS18
1098	ENSRNOG00000020904	CDC42EP2
1099	ENSRNOG00000020084	PCDHB4
1100	ENSRNOG00000038397	CRLF2
1101	ENSRNOG00000049197	OR5P2
1102	ENSRNOG00000004477	UBLCP1
1103	ENSRNOG00000018718	RPP30
1104	ENSRNOG00000046772	FAM83C
1105	ENSRNOG00000029173	RPL22L1
1106	ENSRNOG00000008016	CKAP4
1107	ENSRNOG00000027026	JAZF1
1108	ENSRNOG00000053402	GABRQ
1109	ENSRNOG00000010152	C9orf116
1110	ENSRNOG00000001284	UNCX
1111	ENSRNOG00000015432	OR52R1
1112	ENSRNOG00000010106	FAXC
1113	ENSRNOG00000050317	UHRF1BP1L
1114	ENSRNOG00000011053	CYP2U1
1115	ENSRNOG00000004424	RABIF
1116	ENSRNOG00000051532	SNORA68
1117	ENSRNOG00000003782	ACOT9
1118	ENSRNOG00000046460	TATDN3
1119	ENSRNOG00000014726	ACSM4
1120	ENSRNOG00000016912	BTF3
1121	ENSRNOG00000028543	ENO1
1122	ENSRNOG00000004973	PPP2R5C
1123	ENSRNOG00000007454	ALOXE3
1124	ENSRNOG00000036364	MIR199A2
1125	ENSRNOG00000057636	RNU4-57P
1126	ENSRNOG00000008314	ORC3
1127	ENSRNOG00000035614	MIR196A2
1128	ENSRNOG00000057419	OR4C15
1129	ENSRNOG00000059663	RUFY2
1130	ENSRNOG00000054821	RNU4-26P
1131	ENSRNOG00000018212	ABHD17A
1132	ENSRNOG00000049220	SPN
1133	ENSRNOG00000006920	HTR3B
1134	ENSRNOG00000046621	EIF5B
1135	ENSRNOG00000060727	MIR371A
1136	ENSRNOG00000009439	EEF1A1
1137	ENSRNOG00000020250	PCGF6
1138	ENSRNOG00000053216	RNU6-914P
1139	ENSRNOG00000009722	CHD3
1140	ENSRNOG00000020022	PSMC3IP
1141	ENSRNOG00000008598	BTBD7
1142	ENSRNOG00000056362	AC091167.2
1143	ENSRNOG00000056362	TTLL13P
1144	ENSRNOG00000052095	SCARNA13
1145	ENSRNOG00000024795	ZNF862
1146	ENSRNOG00000046122	OR5G3
1147	ENSRNOG00000060834	RN7SKP40
1148	ENSRNOG00000014052	CCNA1
1149	ENSRNOG00000058898	NEDD4
1150	ENSRNOG00000039668	COL8A1
1151	ENSRNOG00000005884	EMC7
1152	ENSRNOG00000056543	SNORA17B
1153	ENSRNOG00000054402	RNU6-720P
1154	ENSRNOG00000054402	RNU6-77P
1155	ENSRNOG00000054402	RNU6-182P
1156	ENSRNOG00000027724	PLEKHF1
1157	ENSRNOG00000006589	MIF
1158	ENSRNOG00000017552	MRPL34
1159	ENSRNOG00000027691	CLDN17
1160	ENSRNOG00000007775	CMPK1
1161	ENSRNOG00000005115	ASF1B
1162	ENSRNOG00000027260	ADPRH
1163	ENSRNOG00000017863	ZEB1
1164	ENSRNOG00000021420	TIRAP
1165	ENSRNOG00000037957	AIFM3
1166	ENSRNOG00000001351	TRAFD1
1167	ENSRNOG00000009747	OR8K1
1168	ENSRNOG00000011541	CYGB
1169	ENSRNOG00000045568	RBM14
1170	ENSRNOG00000008868	DUSP19
1171	ENSRNOG00000020077	FAM170B
1172	ENSRNOG00000055501	RNU6-700P
1173	ENSRNOG00000008956	CDKN2C
1174	ENSRNOG00000009771	CDH10
1175	ENSRNOG00000057685	SNORD70
1176	ENSRNOG00000001828	STK38L
1177	ENSRNOG00000055920	SNORA63E
1178	ENSRNOG00000043124	CCKAR
1179	ENSRNOG00000048840	MAGEA10
1180	ENSRNOG00000014948	OSGIN1
1181	ENSRNOG00000032192	CFAP97
1182	ENSRNOG00000024796	LRRC47
1183	ENSRNOG00000046313	BASP1
1184	ENSRNOG00000006735	CDKN2B
1185	ENSRNOG00000018599	GGA2
1186	ENSRNOG00000012015	LRRC49
1187	ENSRNOG00000049361	GAS7
1188	ENSRNOG00000012682	NR5A1
1189	ENSRNOG00000035483	MIR15B
1190	ENSRNOG00000013448	MRGPRD
1191	ENSRNOG00000022781	CCSER2
1192	ENSRNOG00000016433	PRRC1
1193	ENSRNOG00000058202	PPP2R2C
1194	ENSRNOG00000023633	CRABP1
1195	ENSRNOG00000002730	RGS5
1196	ENSRNOG00000049030	TRAV23DV6
1197	ENSRNOG00000004076	PMS1
1198	ENSRNOG00000012494	KCTD14
1199	ENSRNOG00000003756	LANCL3
1200	ENSRNOG00000056654	DNAAF4
1201	ENSRNOG00000009207	SPATA2
1202	ENSRNOG00000007104	ITPR1
1203	ENSRNOG00000011937	SGTB
1204	ENSRNOG00000010363	MRPS23
1205	ENSRNOG00000027039	MRPL22
1206	ENSRNOG00000005024	CDKN2AIPNL
1207	ENSRNOG00000025061	SPINDOC
1208	ENSRNOG00000005955	NAALAD2
1209	ENSRNOG00000012832	MFSD5
1210	ENSRNOG00000052646	MYH13
1211	ENSRNOG00000010841	COL8A2
1212	ENSRNOG00000030151	THSD7A
1213	ENSRNOG00000058733	ASAP1
1214	ENSRNOG00000016962	NEU2
1215	ENSRNOG00000017503	PPARGC1B
1216	ENSRNOG00000048011	ESX1
1217	ENSRNOG00000021966	IL17RD
1218	ENSRNOG00000024922	FBXO24
1219	ENSRNOG00000017367	PABPC3
1220	ENSRNOG00000026440	FAM9B
1221	ENSRNOG00000026440	FAM9C
1222	ENSRNOG00000026440	FAM9A
1223	ENSRNOG00000017418	RPS3
1224	ENSRNOG00000030515	NFASC
1225	ENSRNOG00000043113	FAM43B
1226	ENSRNOG00000012860	TMEM184C
1227	ENSRNOG00000008936	MAP3K6
1228	ENSRNOG00000014610	ANPEP
1229	ENSRNOG00000052256	DACT3
1230	ENSRNOG00000016777	R3HCC1
1231	ENSRNOG00000007125	VPS54
1232	ENSRNOG00000018831	KLK5
1233	ENSRNOG00000008203	SYNPR
1234	ENSRNOG00000015686	COL4A3BP
1235	ENSRNOG00000048378	VRTN
1236	ENSRNOG00000003983	PFDN2
1237	ENSRNOG00000046677	FAM181A
1238	ENSRNOG00000009421	IVD
1239	ENSRNOG00000015477	NKX3-1
1240	ENSRNOG00000028844	SLC9A5
1241	ENSRNOG00000019435	PSD
1242	ENSRNOG00000008157	SYN2
1243	ENSRNOG00000020151	CDH1
1244	ENSRNOG00000050952	OR4C16
1245	ENSRNOG00000029961	OR6C2
1246	ENSRNOG00000006174	GRID2
1247	ENSRNOG00000013390	KBTBD8
1248	ENSRNOG00000009761	TMOD1
1249	ENSRNOG00000061499	KMT2D
1250	ENSRNOG00000029841	CDH19
1251	ENSRNOG00000013263	CCDC151
1252	ENSRNOG00000060320	LIN28A
1253	ENSRNOG00000010454	CCNO
1254	ENSRNOG00000045778	H3F3A
1255	ENSRNOG00000053260	LILRB5
1256	ENSRNOG00000053260	LILRB4
1257	ENSRNOG00000053260	LILRA4
1258	ENSRNOG00000053260	LILRB3
1259	ENSRNOG00000053260	LILRA5
1260	ENSRNOG00000053260	LILRA6
1261	ENSRNOG00000002935	ANKRD40
1262	ENSRNOG00000010603	GZMA
1263	ENSRNOG00000009258	CDK6
1264	ENSRNOG00000016580	RPS23
1265	ENSRNOG00000020132	TTLL10
1266	ENSRNOG00000033942	GRIN2A
1267	ENSRNOG00000022499	SGO1
1268	ENSRNOG00000049853	RTL9
1269	ENSRNOG00000045743	ETNPPL
1270	ENSRNOG00000020440	FADS2
1271	ENSRNOG00000033498	CIB1
1272	ENSRNOG00000003889	TBC1D15
1273	ENSRNOG00000007901	TMED10
1274	ENSRNOG00000020295	PLEKHN1
1275	ENSRNOG00000011181	CPA3
1276	ENSRNOG00000027300	TTC7B
1277	ENSRNOG00000011254	FAM76A
1278	ENSRNOG00000017523	H6PD
1279	ENSRNOG00000053715	OR5H8
1280	ENSRNOG00000053715	OR5H1
1281	ENSRNOG00000053715	OR5H14
1282	ENSRNOG00000053715	OR5H15
1283	ENSRNOG00000053715	OR5H2
1284	ENSRNOG00000053715	OR5H6
1285	ENSRNOG00000027628	ELP5
1286	ENSRNOG00000025720	NOBOX
1287	ENSRNOG00000012620	SYNGR3
1288	ENSRNOG00000008040	PIMREG
1289	ENSRNOG00000036814	ATP6V0A1
1290	ENSRNOG00000012348	EXOSC4
1291	ENSRNOG00000010147	PDCD10
1292	ENSRNOG00000011413	PODN
1293	ENSRNOG00000058020	KRTAP9-1
1294	ENSRNOG00000058020	KRTAP10-11
1295	ENSRNOG00000058020	KRTAP10-4
1296	ENSRNOG00000016491	FAM110D
1297	ENSRNOG00000000384	ATOH7
1298	ENSRNOG00000013684	F11
1299	ENSRNOG00000001165	TMPRSS3
1300	ENSRNOG00000022999	PPP2R3A
1301	ENSRNOG00000058412	MORF4L1
1302	ENSRNOG00000018327	FANK1
1303	ENSRNOG00000042467	TTC4
1304	ENSRNOG00000025130	LTK
1305	ENSRNOG00000004342	AHR
1306	ENSRNOG00000004342	AC019117.3
1307	ENSRNOG00000037618	KNCN
1308	ENSRNOG00000021143	SETDB1
1309	ENSRNOG00000004018	TDRD5
1310	ENSRNOG00000038228	SERP2
1311	ENSRNOG00000053979	EGF
1312	ENSRNOG00000006813	SUMF1
1313	ENSRNOG00000015664	TMEM8B
1314	ENSRNOG00000006807	ALDOB
1315	ENSRNOG00000060615	RAI1
1316	ENSRNOG00000015275	SKA1
1317	ENSRNOG00000014173	SMC3
1318	ENSRNOG00000001422	COL26A1
1319	ENSRNOG00000058094	LYST
1320	ENSRNOG00000046681	TRAV18
1321	ENSRNOG00000003611	DYNLT3
1322	ENSRNOG00000010944	HYOU1
1323	ENSRNOG00000010396	EYA3
1324	ENSRNOG00000030098	TRIM71
1325	ENSRNOG00000002194	COQ2
1326	ENSRNOG00000001114	WIPI2
1327	ENSRNOG00000001402	LRCH4
1328	ENSRNOG00000016812	ADAMTS16
1329	ENSRNOG00000007842	AUP1
1330	ENSRNOG00000033434	CASP12
1331	ENSRNOG00000029134	ADGRL1
1332	ENSRNOG00000049951	TMEM151A
1333	ENSRNOG00000050697	CTSZ
1334	ENSRNOG00000010940	ACAD11
1335	ENSRNOG00000002640	SERPINB5
1336	ENSRNOG00000047014	HOMER1
1337	ENSRNOG00000013594	ACP2
1338	ENSRNOG00000043267	MRM2
1339	ENSRNOG00000009345	UGT8
1340	ENSRNOG00000059174	RNU6-533P
1341	ENSRNOG00000020872	CD5
1342	ENSRNOG00000057365	MIR452
1343	ENSRNOG00000059478	SNORD54
1344	ENSRNOG00000027355	WDR36
1345	ENSRNOG00000002963	C1QL1
1346	ENSRNOG00000056661	RNU6-873P
1347	ENSRNOG00000047727	OR1F1
1348	ENSRNOG00000025768	CLK1
1349	ENSRNOG00000037162	SLBP
1350	ENSRNOG00000060816	RF00554
1351	ENSRNOG00000020016	LAMTOR1
1352	ENSRNOG00000059097	DDX60
1353	ENSRNOG00000052479	RNU6-552P
1354	ENSRNOG00000048563	CETN3
1355	ENSRNOG00000004316	LLPH
1356	ENSRNOG00000023698	TEX14
1357	ENSRNOG00000015810	TRIP13
1358	ENSRNOG00000014642	MORN1
1359	ENSRNOG00000058350	RNU6-289P
1360	ENSRNOG00000014982	SLC35F4
1361	ENSRNOG00000058810	RF00398
1362	ENSRNOG00000021144	CEBPG
